"","logFC","logCPM","PValue","FDR"
"3007",10.0666724602283,4.32498532088698,4.02866901473395e-17,9.46665277944358e-15
"348110",-6.32160556449569,4.88002557302452,5.20268664161195e-17,1.20109041257845e-14
"285955",5.47222910194914,4.97666277747428,5.76110302515519e-17,1.30707508117271e-14
"400986",4.72563192819304,5.60456719014734,6.79832685198981e-17,1.51625733975142e-14
"8330",10.0178092470577,4.2766574447435,7.34035819926085e-17,1.60986289240123e-14
"8357",10.0053304036667,4.26432067167918,8.54765395571826e-17,1.84391112136552e-14
"10608",-5.04915870431877,5.36945233192828,9.37935764140331e-17,1.99069301940687e-14
"100133220",5.15294621195077,5.13913665132207,1.35443201518407e-16,2.74790650469454e-14
"441273",9.98004415892375,4.23932919884526,1.35735179576826e-16,2.74790650469454e-14
"8355",9.98004415892375,4.23932919884526,1.35735179576826e-16,2.74790650469454e-14
"8362",5.13179318734559,5.11865977247199,1.77852919619006e-16,3.54600995343409e-14
"729857",9.95430680146526,4.21390156614563,1.85646994093033e-16,3.64616238100032e-14
"100288332",4.0132333895033,7.11891016091247,2.25662036995841e-16,4.36689227180629e-14
"10794",5.16813094499308,4.93699748763702,5.14126737173715e-16,9.80491845575204e-14
"3040",3.83693035490353,7.92749475251392,6.10870819636932e-16,1.14834987365748e-13
"4360",4.50060095554539,5.59302900760788,6.49831073585251e-16,1.20438409821244e-13
"9720",4.41205377808256,5.68724984945117,1.00164592036684e-15,1.83064703695934e-13
"102724594",9.81824639269262,4.07965226686795,1.1189264594067e-15,2.01697990127847e-13
"7148",3.7078984862849,9.01104439089181,1.16386084333896e-15,2.0696276807429e-13
"727909",9.78942381331226,4.05125344274767,1.57354832102302e-15,2.76084298084559e-13
"8139",3.75222524313617,7.82389792515663,2.13075562534451e-15,3.68929122025111e-13
"170680",-3.76636835162438,7.76308910537919,2.58004548872978e-15,4.40919721898639e-13
"4671",3.98204527432318,6.43293413624489,3.11314335610498e-15,5.25203249012634e-13
"8339",5.58339710556111,4.37808890140133,5.75866235934518e-15,9.59218202362319e-13
"57648",-3.79267070563681,7.12423907360691,5.9941678344605e-15,9.85965681670821e-13
"387522",9.68375318760919,3.94726798035796,6.46117703118544e-15,1.04966208090579e-12
"8352",9.66800514833443,3.93178970434357,7.75341243742248e-15,1.24423358858588e-12
"2200",3.5658585559448,8.88490244950166,9.39421992852207e-15,1.48938000047496e-12
"1364",-4.17149141542698,5.86435469776733,9.65538415016594e-15,1.51256190514326e-12
"642517",3.80726178488425,6.447024310268,1.75989009236594e-14,2.70584253498081e-12
"7832",-3.73626515717917,6.99342915130588,1.76839013609202e-14,2.70584253498081e-12
"51272",-4.78857062603939,4.91123581460675,2.21037365553259e-14,3.3432536704774e-12
"65108",-4.05025237354787,5.82780637106964,3.41817758862618e-14,5.11134078281045e-12
"54626",-4.32878353863017,5.32051444632014,4.49333215730775e-14,6.64356829865311e-12
"84247",-5.82123506882735,4.40499468326325,4.59056123706029e-14,6.71191059094182e-12
"113146",3.38492724364406,12.0363758167872,5.54386938520258e-14,8.01667881756931e-12
"440672",9.50027943685805,3.76726722514707,6.32410585493305e-14,9.04553358098522e-12
"253725",3.46554854468818,8.16802669458242,6.81219943473787e-14,9.63889595287264e-12
"642799",4.81384946855728,4.59607322667761,7.10105326507947e-14,9.94071913991284e-12
"163732",-5.35686494704603,4.50469115522635,7.23769681572372e-14,1.00253528840114e-11
"441478",-3.86582202467171,5.986918975996,7.50822616812832e-14,1.02917445985834e-11
"8334",3.90729932110062,5.76241738613902,7.7193425004985e-14,1.04720441200062e-11
"8349",3.53070224338703,7.36132539873506,7.81281862153738e-14,1.04907020653888e-11
"3039",3.5978404032019,6.7076200745635,9.30450814964411e-14,1.23674770445623e-11
"122416",-5.31966516445191,4.46980506757454,1.08231300504628e-13,1.4242156833404e-11
"54544",-4.32740251648687,5.18660004975867,1.23048426830834e-13,1.59229616629461e-11
"8857",3.43385691146917,7.92901685840387,1.23424431158941e-13,1.59229616629461e-11
"375248",3.91014243053448,5.58216547646333,1.24842365346232e-13,1.59495212193308e-11
"4703",3.86424659456313,5.72223557617086,1.32174532011129e-13,1.67238910262927e-11
"100131017",-5.73017542382392,4.31935265378626,1.4625178874844e-13,1.83288313156259e-11
"8926",9.42731945531926,3.69590542904954,1.74637550574713e-13,2.16797691321947e-11
"26149",3.58662967774778,6.54308247968053,1.78368761617453e-13,2.19360236834024e-11
"130074",-3.61941759267479,6.41198988296196,2.95113771429766e-13,3.59574270207804e-11
"23237",-4.4545623203649,4.81174221322683,3.23549534670364e-13,3.90604433644708e-11
"666",-4.020225144788,5.3713389572398,3.2696687579206e-13,3.91141556231611e-11
"81575",-3.95681023844244,5.4094703712682,4.37679312833594e-13,5.1886685383579e-11
"9284",3.40930659932273,7.05997936207068,5.56937382592725e-13,6.51785473411722e-11
"1845",-3.97872647832692,5.33313828612264,5.61252496888799e-13,6.51785473411722e-11
"9721",-4.29331520186644,5.00891120348655,5.64659502765684e-13,6.51785473411722e-11
"644054",3.65396810990263,5.83526527777232,6.05614313574337e-13,6.92980761071713e-11
"3043",3.32796286833116,7.48246199063611,7.69775748436348e-13,8.66094949940733e-11
"440345",3.48629203182944,6.39561884998807,7.70066943864016e-13,8.66094949940733e-11
"729092",4.13766200057864,4.80843884599254,8.70288430729539e-13,9.70519106777119e-11
"149013",3.36410660609199,7.00174980476071,1.06390085912253e-12,1.17645978194903e-10
"58476",-3.96978296086753,5.22148546531834,1.20501682829169e-12,1.32140137029086e-10
"256302",-6.32883086227264,4.00014322746332,1.26062270696133e-12,1.37095323974415e-10
"728841",3.59010850703348,5.82192529554701,1.34583660275915e-12,1.45162818489407e-10
"79095",-4.63160866955546,4.51635991276641,1.4589795258541e-12,1.56087086022066e-10
"55970",-3.45529369873757,6.40479465243297,1.60640722680076e-12,1.70473489495735e-10
"101060684",4.44422326722646,4.46038428395291,1.89642635992162e-12,1.99640595761669e-10
"387680",3.18092908679019,8.48573566242243,2.32558619755261e-12,2.42876101377736e-10
"200030",3.34003977975884,6.58863313021636,3.02076312207083e-12,3.12993873412048e-10
"643707",3.38345401442511,6.30172630302345,3.07052362704478e-12,3.15664221939705e-10
"548644",3.2335384685043,7.25848243125424,3.36539607766307e-12,3.43296488263321e-10
"653604",9.1609584816076,3.43661635243168,3.82465621735437e-12,3.87143470493585e-10
"8365",5.43589082719186,3.69103681772868,4.38567540689552e-12,4.40542768544566e-10
"54492",-3.72843063083235,5.29088996840521,5.19250169077522e-12,5.1763734658266e-10
"474170",3.17168704787936,7.60384911679507,5.2981956647709e-12,5.2420268235128e-10
"79026",3.05644085092488,13.8124075029915,5.49763628886649e-12,5.39876088993987e-10
"92305",-4.10453904224644,4.83504306217265,6.30636282301009e-12,6.10186973441101e-10
"644019",3.89940653780031,4.82268924097038,6.30636282301009e-12,6.10186973441101e-10
"280",3.37853260225848,6.05221901296782,6.64822664655836e-12,6.37789319285621e-10
"55672",3.16303146021018,7.49238565080129,6.68857254057419e-12,6.37789319285621e-10
"119016",3.34184181099658,6.17682813018295,8.87602674903209e-12,8.40285151010887e-10
"4097",-4.19173513887866,4.56975187285807,9.52513167264804e-12,8.95294340574111e-10
"83742",-4.07434624556566,4.80738943865148,9.64894754959558e-12,9.00500005710129e-10
"8353",6.02426142329539,3.36684446895384,9.95921715802465e-12,9.2291083508765e-10
"93621",-3.26004105740262,6.53262429296443,1.0805824310501e-11,9.94362532180994e-10
"284207",-3.26434871938177,6.50883711102964,1.11600675089656e-11,1.01982866910055e-09
"375035",3.62108787961514,5.10515972423595,1.20022277392489e-11,1.08271567054753e-09
"23612",-3.46987831008384,5.7918879065107,1.2012804004859e-11,1.08271567054753e-09
"599",-3.46694801144641,5.68068921768976,1.24580225898769e-11,1.11520489292646e-09
"10278",-3.43698190760039,5.81356498909533,1.42928883848097e-11,1.27081160983589e-09
"91612",-3.89108827449241,4.91739753490159,1.44913205976412e-11,1.27980730029772e-09
"84210",5.31578364241404,3.57675457272745,1.56288090990842e-11,1.37106332623233e-09
"8303",-3.82249577437308,4.97563094196311,1.64478311753469e-11,1.4333576850092e-09
"4814",-4.02783817173095,4.76487987421472,1.65862565964104e-11,1.43591151679056e-09
"150472",3.21966042287123,6.36282120275651,1.67642812595298e-11,1.44183775878531e-09
"11076",-4.11453950365535,4.68209791227392,1.777181779958e-11,1.51856721054983e-09
"107282092",3.1749960060936,6.56843514770721,1.9873912767389e-11,1.6872310845553e-09
"286753",-4.61477939045869,4.20017372682487,2.03745836759013e-11,1.70995772734543e-09
"79762",-4.89561203383656,4.07576503098262,2.0401501876528e-11,1.70995772734543e-09
"23764",-3.7484710917312,5.01960916275522,2.22164212270725e-11,1.85029042358891e-09
"3853",2.95417922640499,12.6646007643227,2.2517534642829e-11,1.86357382619489e-09
"90120",-3.78090428345498,4.9378823058385,2.6721921332847e-11,2.19771101761834e-09
"8366",8.99415797239562,3.2753965328993,2.69457278508674e-11,2.20235299869295e-09
"9021",-3.18544019628499,6.46589740056029,2.91164521755224e-11,2.36508268010925e-09
"79047",-3.30824044713477,5.930171472332,2.93759934395939e-11,2.3715257525866e-09
"101059953",3.04826057382247,7.44246130321685,3.15751774076266e-11,2.53352292382291e-09
"7039",-3.66877111274004,5.05054779854884,3.21637148854334e-11,2.54965255528565e-09
"10216",3.62097633260907,5.02804651922922,3.21637148854334e-11,2.54965255528565e-09
"1278",2.91989654510082,12.1685983097383,3.61272589573329e-11,2.84669820730266e-09
"106821730",-8.90466197997891,3.29871889025604,4.50078436469343e-11,3.52319573616381e-09
"60370",-3.24475393307783,6.07322049304944,4.52481251927718e-11,3.52319573616381e-09
"3304",2.92694306147334,9.44298167504996,4.66799721969079e-11,3.61330443611242e-09
"6218",2.89413441607047,11.1855563864578,5.28283717354395e-11,4.0653131208576e-09
"1052",-4.04984474104564,4.44046867740502,5.81109560251524e-11,4.41681345005138e-09
"100996928",-8.88268198461646,3.2784824375616,5.8403035208522e-11,4.41681345005138e-09
"124641",-8.88268198461646,3.2784824375616,5.8403035208522e-11,4.41681345005138e-09
"23492",-3.837673576602,4.73718480680215,6.9726784239631e-11,5.24305573605317e-09
"445328",3.05388171010007,6.65218529120103,7.1092793777563e-11,5.31539814385768e-09
"3854",2.86611257388509,12.1117600627102,7.42767789391822e-11,5.52207985345027e-09
"5029",-4.30073178342922,4.21261112518816,7.51896309443121e-11,5.55854131233822e-09
"8354",8.88940192130352,3.17467363525197,7.5994310873739e-11,5.58664322227671e-09
"286887",2.89363784732075,9.20999652773978,7.72479025148306e-11,5.64672417274836e-09
"7975",-3.44103615238707,5.34373145319996,7.76698134559962e-11,5.64672417274836e-09
"387266",2.92559261671878,7.94185205337173,8.82225142218585e-11,6.37868167387602e-09
"388698",2.84459374282335,13.4920961333567,9.6693177446308e-11,6.95292634981402e-09
"8364",8.86197968890934,3.14838019474497,9.91633080913427e-11,7.05345930364313e-09
"550643",-8.83769112277114,3.23711917251976,9.91633080913427e-11,7.05345930364313e-09
"85450",-3.03257309178624,6.81374223118391,1.03946871465994e-10,7.35396172914521e-09
"441294",4.78292541404201,3.61332000755371,1.06142814874773e-10,7.46916203709699e-09
"220869",3.01943777037254,6.67451650217853,1.09140657397374e-10,7.63926548240451e-09
"26515",-4.11107253176248,4.28654525348148,1.17570230379468e-10,8.18574953208156e-09
"23420",2.88126438211486,8.31403472899559,1.23762827239881e-10,8.57155286131367e-09
"51337",-5.17691429297955,3.8053818328797,1.25817762939568e-10,8.66825100796741e-09
"2101",-3.60906476148499,4.89379346215166,1.26660318535358e-10,8.68084964378527e-09
"9592",-3.0532619127987,6.47923154795013,1.41274612505636e-10,9.63229339876511e-09
"83442",-3.07170855883578,6.30909181409057,1.49148474327276e-10,1.01167256374877e-08
"414189",3.19325331334469,5.70758285103712,1.50135024967614e-10,1.01314194540966e-08
"9332",4.19298192721774,4.00984961902939,1.65286558928571e-10,1.10969685150055e-08
"5681",-3.48950723261073,4.9853817230652,1.79820992315576e-10,1.20114946085313e-08
"51162",-3.84002383193147,4.43302974111832,1.86991287213451e-10,1.24273653961707e-08
"728888",3.89213089054861,4.2970201789837,2.29682063535874e-10,1.51878707239626e-08
"131583",-3.29889277121398,5.35044120783517,2.45983178751806e-10,1.61130161573612e-08
"11237",-4.04297505260743,4.22494896232546,2.4612176059196e-10,1.61130161573612e-08
"116151",-3.08164201671978,6.13627541430539,2.47808983746183e-10,1.61431604807724e-08
"9903",-3.02079369953775,6.39972472163687,2.5268249586969e-10,1.63795515426071e-08
"64856",-3.54929811334842,4.84019520039197,2.57577900321553e-10,1.66150372075065e-08
"219654",-3.5934120698655,4.76890152337547,2.82390535149428e-10,1.81267173269821e-08
"22838",-3.39115984598785,5.15170171373623,2.89632703213016e-10,1.84861618367327e-08
"5649",3.63178381246422,4.46300861048726,2.90799870826329e-10,1.84861618367327e-08
"11135",-3.16652798672529,5.66934195303496,3.05824722706809e-10,1.93478246447062e-08
"1462",2.82189149250025,8.00525644956259,3.21779522176754e-10,2.02597929776263e-08
"222166",-3.0703036812425,5.99110005459203,3.2400040454232e-10,2.03024824922495e-08
"6844",-3.19467125214863,5.59699212951372,3.31503257180673e-10,2.06741770674904e-08
"23401",-4.66294053421238,3.86273001244944,3.38731472527104e-10,2.09287370010406e-08
"89958",-3.77912957668605,4.53944805795857,3.38765938234034e-10,2.09287370010406e-08
"54832",2.85400129352411,7.3707745091475,3.67650482203138e-10,2.2607068669678e-08
"375346",-4.00768174260989,4.19312181294762,3.8740505465622e-10,2.37109912289358e-08
"4863",3.00904566856991,5.96542020136767,4.13569761732625e-10,2.51952059937019e-08
"55871",2.82403633023515,7.38268327089695,4.79476005200622e-10,2.9075690103387e-08
"374819",3.15821632550869,5.28938168746121,4.84060395719728e-10,2.91461368642327e-08
"729262",4.65385843849278,3.49264065221038,4.85067556293561e-10,2.91461368642327e-08
"83872",2.83630773541188,7.16985244382799,4.8872518721046e-10,2.92324306295565e-08
"6482",-4.63292644888366,3.8354304340574,4.92328208861857e-10,2.93146918570732e-08
"23230",2.81423677002221,7.43855156278058,5.02984328906326e-10,2.98142828111637e-08
"56125",4.98921389358805,3.26950162040636,6.58751166105133e-10,3.88722268824101e-08
"151354",-2.88976583744692,6.60780630145183,6.66261281753577e-10,3.91398759223005e-08
"145781",8.68550630283667,2.97995805061031,6.94985909551424e-10,4.0645864816832e-08
"781",3.09120242545056,5.45716269869586,7.07925382507361e-10,4.12194252584706e-08
"147040",-3.28876706771245,5.13620684098793,7.18610954066418e-10,4.1657275526696e-08
"9435",-3.15773873185958,5.34756358572898,7.75932076011754e-10,4.47828517028012e-08
"56937",-3.02857012690662,5.84399320044931,8.11529574852694e-10,4.65410278454054e-08
"2966",3.50570570756038,4.4613759886236,8.13468835355516e-10,4.65410278454054e-08
"729597",4.96279597505553,3.24489629988852,8.48719337342197e-10,4.83476093510215e-08
"651746",-3.70223836858742,4.47043880879427,9.24161466378411e-10,5.24182790347996e-08
"340307",8.65387530991882,2.94992314547065,9.29778446562046e-10,5.25105346708582e-08
"3908",2.87055573907211,6.35852858458791,9.6286377583107e-10,5.41466855818848e-08
"79937",2.98461949964386,5.69908725210911,1.08639851977458e-09,6.08336941349518e-08
"729993",-3.78907094475691,4.20562667680491,1.13901264119277e-09,6.32416343690112e-08
"84908",-3.78907094475691,4.20562667680491,1.13901264119277e-09,6.32416343690112e-08
"11067",-3.90911381841627,4.10459522870421,1.15279843526485e-09,6.37381286119757e-08
"27030",3.1313974888539,5.21534444234687,1.2276407098568e-09,6.75921510502328e-08
"125058",-2.89844439985842,6.26633741062988,1.24418241654972e-09,6.82174850807406e-08
"7273",3.03330044190211,5.48760537257218,1.28959744877522e-09,7.04141611138304e-08
"100533467",3.45725280098101,4.41756963678612,1.36021989832203e-09,7.39633621571058e-08
"23049",2.65708438685859,9.51363815299703,1.47039174690384e-09,7.96250411420069e-08
"94107",-4.03336295174121,3.97105775073349,1.61684352379913e-09,8.71969013511178e-08
"100505573",-8.56151780614433,2.98503617905731,1.68159701541454e-09,8.99180125035564e-08
"6606",2.77244617953085,6.82279714927283,1.68504422896278e-09,8.99180125035564e-08
"80320",-2.85784024391882,6.30786126172902,1.68779915558769e-09,8.99180125035564e-08
"347862",-3.29798318474023,4.81523530300585,1.72343409854319e-09,9.14462471884269e-08
"259266",2.99704548332385,5.53296126298771,1.74091746978606e-09,9.20029437145171e-08
"84836",-3.38805969183183,4.69668204639627,1.75540689734547e-09,9.23975974486762e-08
"102724428",-2.67558223524213,8.34451652273167,1.77593501303899e-09,9.31056925760161e-08
"9674",-3.48346045390867,4.55086957567704,1.99989968032697e-09,1.04431269418343e-07
"8581",-2.70026173290306,7.60103039569033,2.08600566585526e-09,1.08497029869523e-07
"283820",2.67348498682257,7.85779670539637,2.09903635645484e-09,1.08744958325155e-07
"720",3.45610549545419,4.30372360725941,2.14856643800094e-09,1.10874453951586e-07
"83699",-3.37089864498324,4.68150427181824,2.1921105966954e-09,1.12679622429355e-07
"30812",-4.48955457922262,3.70563383517256,2.3257173662905e-09,1.19082158844423e-07
"389177",-3.22134113086122,5.00119219455425,2.35647899256509e-09,1.20189562260326e-07
"4253",2.75570314230087,6.52700951731418,3.03094161228752e-09,1.53992898363288e-07
"3018",8.51992361751132,2.82329201055047,3.08574744076066e-09,1.55576055835132e-07
"8350",8.51992361751132,2.82329201055047,3.08574744076066e-09,1.55576055835132e-07
"3726",-2.62103492514652,8.46694712359252,3.1516746041206e-09,1.58293458456577e-07
"79987",2.73288426146539,6.57114767196024,3.22889326574755e-09,1.61555157733734e-07
"23345",2.64020963966108,7.77876688801954,3.35683163478691e-09,1.66993838707022e-07
"178",2.69379150814233,7.02372673132085,3.36297342179199e-09,1.66993838707022e-07
"57730",3.07658740619345,5.00499666715556,3.42940814483924e-09,1.69439317556756e-07
"728118",3.25855145336442,4.6185608113377,3.43797384205896e-09,1.69439317556756e-07
"113000",-3.58730965799438,4.20744211191912,3.56584509722374e-09,1.75085655352116e-07
"810",-2.59234690013901,9.21762477883893,3.62598738990688e-09,1.77376832950872e-07
"718",2.59507736152802,8.68027824646439,3.79765950778578e-09,1.85086672085011e-07
"654364",8.48439796109044,2.78986786303993,4.20377187581889e-09,2.04123373114025e-07
"51330",-3.8033144423221,4.01018769019081,4.25091574293849e-09,2.05653677431352e-07
"51282",-3.78952685067988,3.99793305373429,5.02753692632277e-09,2.42334646203228e-07
"58526",-3.47078851723446,4.40882097168284,5.25974361764641e-09,2.52602066659157e-07
"51043",-2.65512199620362,7.09663983356838,5.31627170869213e-09,2.54388434235199e-07
"408050",2.66469851771579,6.88247923730016,5.55224266879569e-09,2.64717251009719e-07
"377630",8.44797536979198,2.75567294994609,5.74927624192879e-09,2.72139302401226e-07
"8363",8.44797536979198,2.75567294994609,5.74927624192879e-09,2.72139302401226e-07
"84146",2.68502846,6.54532490399495,5.94836899133047e-09,2.80554077264938e-07
"3303",2.56334502542537,8.53130331146304,5.97671330454559e-09,2.80884179908983e-07
"84798",-3.22991702756784,4.65985533041588,6.09758824750249e-09,2.85545066722012e-07
"22829",2.90214220425131,5.29043024215031,6.85837601449237e-09,3.20033226860656e-07
"1756",2.67013082579688,6.62240612880828,7.0671786919937e-09,3.28340072380403e-07
"284565",2.7402002491209,5.96327410326947,7.08629687332126e-09,3.28340072380403e-07
"23201",-3.15752949861379,4.86561209498972,7.27512266331878e-09,3.35906453075831e-07
"79585",-4.10420849104968,3.73781145961408,7.30743191666766e-09,3.36218519550454e-07
"727897",3.43702809942381,4.0307951898964,7.36676010292073e-09,3.37767234126599e-07
"388558",3.15250818461107,4.68191429274488,7.54944524343518e-09,3.446718149681e-07
"401152",-2.74468414154357,6.15918733198963,7.56973588614492e-09,3.446718149681e-07
"643161",2.6011280094036,7.18966130966142,7.82623480954592e-09,3.55122151237292e-07
"730394",3.22797319314388,4.41422191868891,8.85078054188731e-09,4.00231687803076e-07
"157638",-3.09841537545485,4.89345641353942,9.55536306323112e-09,4.30613090921432e-07
"83643",-2.71910025640897,6.13719900393932,1.01853288414686e-08,4.57435980289712e-07
"7316",2.47939163874727,12.1455881490335,1.0520162165759e-08,4.7086671407899e-07
"79919",-2.94090204833266,5.15814057216564,1.07289465783524e-08,4.78583756015387e-07
"9677",2.5669341071287,7.22483776317399,1.08390910103639e-08,4.81863508801953e-07
"56967",-3.11077017330786,4.82476721232403,1.19225856064156e-08,5.27995513607384e-07
"23580",-2.78491806813854,5.70662033157273,1.19570380009879e-08,5.27995513607384e-07
"7008",-2.70287683148589,6.12328329253689,1.26159026496597e-08,5.55226297548069e-07
"54838",-2.73002748002192,5.92353815077337,1.33004402650314e-08,5.82792707607436e-07
"643680",-3.38472056362931,4.33298635470124,1.33308461881479e-08,5.82792707607436e-07
"8813",2.67138129133835,6.06232646730183,1.50043729591601e-08,6.52994335507852e-07
"100529144",8.37224980961196,2.68482411952243,1.50713727264673e-08,6.52994335507852e-07
"79577",2.59217030755977,6.6939234010994,1.50855139444021e-08,6.52994335507852e-07
"65084",2.69768776785379,5.8779167133931,1.58117344717417e-08,6.82185619389011e-07
"3488",-2.52254959465788,7.55591975680909,1.65672369225251e-08,7.12445328965712e-07
"339229",-4.71059669506058,3.38227022459336,1.67587250202235e-08,7.1833245127401e-07
"5565",-3.04458812967883,4.84661903282741,1.70861050457986e-08,7.29987195771634e-07
"19",2.53772184653217,7.15421923831492,1.71764669925003e-08,7.31472909884505e-07
"66004",-3.06499312022777,4.70086375252554,1.74773578883189e-08,7.39500168657199e-07
"8266",-3.06499312022777,4.70086375252554,1.74773578883189e-08,7.39500168657199e-07
"10224",4.29842013812175,3.16544296246703,1.77190140698772e-08,7.47322135081775e-07
"284613",-3.43155849899351,4.23033574317754,1.81172540969735e-08,7.61677145885222e-07
"445571",2.69292778362059,5.7713148477356,1.86281922808491e-08,7.80663637655074e-07
"90990",-2.79253639306784,5.43413379622418,1.94082853350113e-08,8.10773418169567e-07
"100526740",8.33284238140066,2.64809013758963,2.09586276977436e-08,8.70014453863116e-07
"8356",8.33284238140066,2.64809013758963,2.09586276977436e-08,8.70014453863116e-07
"546",2.48920011924378,7.55723777440071,2.1543381545187e-08,8.91475967777094e-07
"81932",-5.24992570151973,3.01304389118897,2.20514577691473e-08,9.09639914684042e-07
"287",2.56372522483606,6.425788237088,2.47978339393645e-08,1.0197334275253e-06
"91445",-2.86339273430496,5.20336273618723,2.49094533311741e-08,1.02113238749196e-06
"23389",2.43046904745993,9.02356515574528,2.52499759227061e-08,1.0318771216363e-06
"8971",-2.62202425471723,6.22448568786881,2.59165788072567e-08,1.05583981586592e-06
"387509",-3.49992950787942,3.94989707011937,2.76422502161144e-08,1.11935971776088e-06
"1293",2.42199383331732,9.08632439912684,2.76458627762204e-08,1.11935971776088e-06
"29994",2.50297772241779,7.06786305629694,2.86115651309378e-08,1.15490670416568e-06
"8335",8.29232823248365,2.61042472222452,2.92755434508163e-08,1.17450267155272e-06
"414919",-8.25430440799276,2.70868492928259,2.92755434508163e-08,1.17450267155272e-06
